"No.","Time","Source","Destination","Protocol","Length","Info","TLS server name","Flags"
"181","0.913503","10.100.102.162","185.15.59.224","TCP","54","58383  >  443 [ACK] Seq=3469 Ack=151939 Win=130816 Len=0","","0x010"
"182","0.914738","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [ACK] Seq=151939 Ack=3469 Win=42496 Len=1452 [TCP PDU reassembled in 197]","","0x010"
"183","0.914738","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [PSH, ACK] Seq=153391 Ack=3469 Win=42496 Len=1452 [TCP PDU reassembled in 197]","","0x018"
"184","0.914797","10.100.102.162","185.15.59.224","TCP","54","58383  >  443 [ACK] Seq=3469 Ack=154843 Win=130816 Len=0","","0x010"
"185","0.915271","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [ACK] Seq=154843 Ack=3469 Win=42496 Len=1452 [TCP PDU reassembled in 197]","","0x010"
"186","0.915271","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [PSH, ACK] Seq=156295 Ack=3469 Win=42496 Len=1452 [TCP PDU reassembled in 197]","","0x018"
"187","0.915339","10.100.102.162","185.15.59.224","TCP","54","58383  >  443 [ACK] Seq=3469 Ack=157747 Win=130816 Len=0","","0x010"
"188","0.916273","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [ACK] Seq=157747 Ack=3469 Win=42496 Len=1452 [TCP PDU reassembled in 197]","","0x010"
"189","0.916273","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [PSH, ACK] Seq=159199 Ack=3469 Win=42496 Len=1452 [TCP PDU reassembled in 197]","","0x018"
"190","0.916351","10.100.102.162","185.15.59.224","TCP","54","58383  >  443 [ACK] Seq=3469 Ack=160651 Win=130816 Len=0","","0x010"
"191","0.928622","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [ACK] Seq=160651 Ack=3469 Win=42496 Len=1452 [TCP PDU reassembled in 197]","","0x010"
"192","0.929719","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [PSH, ACK] Seq=162103 Ack=3469 Win=42496 Len=1452 [TCP PDU reassembled in 197]","","0x018"
"193","0.929719","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [ACK] Seq=163555 Ack=3469 Win=42496 Len=1452 [TCP PDU reassembled in 197]","","0x010"
"194","0.929833","10.100.102.162","185.15.59.224","TCP","54","58383  >  443 [ACK] Seq=3469 Ack=165007 Win=130816 Len=0","","0x010"
"195","0.930183","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [PSH, ACK] Seq=165007 Ack=3469 Win=42496 Len=1452 [TCP PDU reassembled in 197]","","0x018"
"196","0.930246","10.100.102.162","185.15.59.224","TCP","54","58383  >  443 [ACK] Seq=3469 Ack=166459 Win=130816 Len=0","","0x010"
"197","0.932399","185.15.59.224","10.100.102.162","TLSv1.3","1506","Application Data","","0x010"
"198","0.932399","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [PSH, ACK] Seq=167911 Ack=3469 Win=42496 Len=1452 [TCP PDU reassembled in 213]","","0x018"
"199","0.932497","10.100.102.162","185.15.59.224","TCP","54","58383  >  443 [ACK] Seq=3469 Ack=169363 Win=130816 Len=0","","0x010"
"200","0.932697","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [ACK] Seq=169363 Ack=3469 Win=42496 Len=1452 [TCP PDU reassembled in 213]","","0x010"
"201","0.933124","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [PSH, ACK] Seq=170815 Ack=3469 Win=42496 Len=1452 [TCP PDU reassembled in 213]","","0x018"
"202","0.933168","10.100.102.162","185.15.59.224","TCP","54","58383  >  443 [ACK] Seq=3469 Ack=172267 Win=130816 Len=0","","0x010"
"203","0.935087","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [ACK] Seq=172267 Ack=3469 Win=42496 Len=1452 [TCP PDU reassembled in 213]","","0x010"
"204","0.935087","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [PSH, ACK] Seq=173719 Ack=3469 Win=42496 Len=1452 [TCP PDU reassembled in 213]","","0x018"
"205","0.935198","10.100.102.162","185.15.59.224","TCP","54","58383  >  443 [ACK] Seq=3469 Ack=175171 Win=130816 Len=0","","0x010"
"206","0.936676","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [ACK] Seq=175171 Ack=3469 Win=42496 Len=1452 [TCP PDU reassembled in 213]","","0x010"
"207","0.936676","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [PSH, ACK] Seq=176623 Ack=3469 Win=42496 Len=1452 [TCP PDU reassembled in 213]","","0x018"
"208","0.936764","10.100.102.162","185.15.59.224","TCP","54","58383  >  443 [ACK] Seq=3469 Ack=178075 Win=130816 Len=0","","0x010"
"209","0.938391","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [ACK] Seq=178075 Ack=3469 Win=42496 Len=1452 [TCP PDU reassembled in 213]","","0x010"
"210","0.938391","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [PSH, ACK] Seq=179527 Ack=3469 Win=42496 Len=1452 [TCP PDU reassembled in 213]","","0x018"
"211","0.938488","10.100.102.162","185.15.59.224","TCP","54","58383  >  443 [ACK] Seq=3469 Ack=180979 Win=130816 Len=0","","0x010"
"212","0.940384","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [ACK] Seq=180979 Ack=3469 Win=42496 Len=1452 [TCP PDU reassembled in 213]","","0x010"
"213","0.940384","185.15.59.224","10.100.102.162","TLSv1.3","1506","Application Data","","0x018"
"214","0.940515","10.100.102.162","185.15.59.224","TCP","54","58383  >  443 [ACK] Seq=3469 Ack=183883 Win=130816 Len=0","","0x010"
"215","0.942851","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [ACK] Seq=183883 Ack=3469 Win=42496 Len=1452 [TCP PDU reassembled in 222]","","0x010"
"216","0.942851","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [PSH, ACK] Seq=185335 Ack=3469 Win=42496 Len=1452 [TCP PDU reassembled in 222]","","0x018"
"217","0.942851","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [ACK] Seq=186787 Ack=3469 Win=42496 Len=1452 [TCP PDU reassembled in 222]","","0x010"
"218","0.942956","10.100.102.162","185.15.59.224","TCP","54","58383  >  443 [ACK] Seq=3469 Ack=188239 Win=130816 Len=0","","0x010"
"219","0.943385","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [PSH, ACK] Seq=188239 Ack=3469 Win=42496 Len=1452 [TCP PDU reassembled in 222]","","0x018"
"220","0.943451","10.100.102.162","185.15.59.224","TCP","54","58383  >  443 [ACK] Seq=3469 Ack=189691 Win=130816 Len=0","","0x010"
"221","0.945074","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [ACK] Seq=189691 Ack=3469 Win=42496 Len=1452 [TCP PDU reassembled in 222]","","0x010"
"222","0.945074","185.15.59.224","10.100.102.162","TLSv1.3","695","Application Data","","0x018"
"223","0.945153","10.100.102.162","185.15.59.224","TCP","54","58383  >  443 [ACK] Seq=3469 Ack=191784 Win=130816 Len=0","","0x010"
"224","0.975539","10.100.102.162","185.15.59.224","TLSv1.3","165","Application Data","","0x018"
"225","0.975620","10.100.102.162","185.15.59.224","TLSv1.3","165","Application Data","","0x018"
"226","0.975656","10.100.102.162","185.15.59.224","TLSv1.3","164","Application Data","","0x018"
"227","0.977077","10.100.102.162","185.15.59.224","TLSv1.3","163","Application Data","","0x018"
"228","1.044499","185.15.59.224","10.100.102.162","TCP","56","443  >  58383 [ACK] Seq=191784 Ack=3910 Win=42496 Len=0","","0x010"
"229","1.044499","185.15.59.224","10.100.102.162","TLSv1.3","1463","Application Data","","0x018"
"230","1.044881","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [ACK] Seq=193193 Ack=3910 Win=42496 Len=1452 [TCP PDU reassembled in 231]","","0x010"
"231","1.044881","185.15.59.224","10.100.102.162","TLSv1.3","302","Application Data","","0x018"
"232","1.044923","10.100.102.162","185.15.59.224","TCP","54","58383  >  443 [ACK] Seq=3910 Ack=194893 Win=130816 Len=0","","0x010"
"233","1.045181","185.15.59.224","10.100.102.162","TLSv1.3","1162","Application Data","","0x018"
"234","1.045181","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [ACK] Seq=196001 Ack=3910 Win=42496 Len=1452 [TCP PDU reassembled in 236]","","0x010"
"235","1.045222","10.100.102.162","185.15.59.224","TCP","54","58383  >  443 [ACK] Seq=3910 Ack=197453 Win=130816 Len=0","","0x010"
"236","1.045512","185.15.59.224","10.100.102.162","TLSv1.3","1071","Application Data","","0x018"
"237","1.045546","10.100.102.162","185.15.59.224","TCP","54","58383  >  443 [ACK] Seq=3910 Ack=198470 Win=130048 Len=0","","0x010"
"238","1.089418","10.100.102.162","185.15.59.224","TLSv1.3","292","Application Data","","0x018"
"239","1.203313","185.15.59.224","10.100.102.162","TCP","56","443  >  58383 [ACK] Seq=198470 Ack=4148 Win=42496 Len=0","","0x010"
"240","1.283707","185.15.59.224","10.100.102.162","TLSv1.3","867","Application Data","","0x018"
"241","1.283707","185.15.59.224","10.100.102.162","TCP","1506","443  >  58383 [ACK] Seq=199283 Ack=4148 Win=42496 Len=1452 [TCP PDU reassembled in 242]","","0x010"
"242","1.283707","185.15.59.224","10.100.102.162","TLSv1.3","682","Application Data","","0x018"
"243","1.283754","10.100.102.162","185.15.59.224","TCP","54","58383  >  443 [ACK] Seq=4148 Ack=201363 Win=130816 Len=0","","0x010"
"244","1.284007","185.15.59.224","10.100.102.162","TLSv1.3","85","Application Data","","0x018"
"245","1.284018","10.100.102.162","185.15.59.224","TCP","54","58383  >  443 [ACK] Seq=4148 Ack=201394 Win=130816 Len=0","","0x010"
"246","1.844809","10.100.102.162","185.15.59.224","TLSv1.3","245","Application Data","","0x018"
"247","1.844887","10.100.102.162","185.15.59.224","TLSv1.3","380","Application Data","","0x018"
"248","1.932816","185.15.59.224","10.100.102.162","TCP","56","443  >  58383 [ACK] Seq=201394 Ack=4339 Win=42496 Len=0","","0x010"
"249","1.932816","185.15.59.224","10.100.102.162","TCP","56","443  >  58383 [ACK] Seq=201394 Ack=4665 Win=42496 Len=0","","0x010"
"250","1.932816","185.15.59.224","10.100.102.162","TLSv1.3","102","Application Data","","0x018"
"251","1.981546","10.100.102.162","185.15.59.224","TCP","54","58383  >  443 [ACK] Seq=4665 Ack=201442 Win=130816 Len=0","","0x010"
"252","1.995522","185.15.59.224","10.100.102.162","TLSv1.3","891","Application Data","","0x018"
"253","2.048780","10.100.102.162","185.15.59.224","TCP","54","58383  >  443 [ACK] Seq=4665 Ack=202279 Win=130048 Len=0","","0x010"
