"No.","Time","Source","Destination","Protocol","Length","Info","TLS server name","Flags"
"662","4.303520","206.247.43.169","10.9.14.244","UDP","940","8801  >  63404 Len=898","",""
"663","4.303520","206.247.43.169","10.9.14.244","UDP","940","8801  >  63404 Len=898","",""
"664","4.303520","206.247.43.169","10.9.14.244","UDP","940","8801  >  63404 Len=898","",""
"665","4.305461","10.9.14.244","206.247.43.169","UDP","175","63406  >  8801 Len=133","",""
"666","4.312612","10.9.14.244","206.247.43.169","UDP","317","63404  >  8801 Len=275","",""
"667","4.314154","206.247.43.169","10.9.14.244","UDP","940","8801  >  63404 Len=898","",""
"668","4.320255","10.9.14.244","206.247.43.169","UDP","150","63406  >  8801 Len=108","",""
"669","4.334974","206.247.43.169","10.9.14.244","UDP","940","8801  >  63404 Len=898","",""
"670","4.334974","206.247.43.169","10.9.14.244","UDP","953","8801  >  63404 Len=911","",""
"671","4.344576","206.247.43.169","10.9.14.244","UDP","953","8801  >  63404 Len=911","",""
"672","4.345974","10.9.14.244","206.247.43.169","UDP","148","63406  >  8801 Len=106","",""
"673","4.365333","10.9.14.244","206.247.43.169","UDP","151","63406  >  8801 Len=109","",""
"674","4.365644","206.247.43.169","10.9.14.244","UDP","952","8801  >  63404 Len=910","",""
"675","4.365644","206.247.43.169","10.9.14.244","UDP","624","8801  >  63404 Len=582","",""
"676","4.365644","206.247.43.169","10.9.14.244","UDP","624","8801  >  63404 Len=582","",""
"677","4.375511","206.247.43.169","10.9.14.244","UDP","624","8801  >  63404 Len=582","",""
"678","4.375511","206.247.43.169","10.9.14.244","UDP","623","8801  >  63404 Len=581","",""
"679","4.385090","10.9.14.244","206.247.43.169","UDP","148","63406  >  8801 Len=106","",""
"680","4.385510","206.247.43.169","10.9.14.244","UDP","623","8801  >  63404 Len=581","",""
"681","4.396110","206.247.43.169","10.9.14.244","UDP","186","8801  >  63404 Len=144","",""
"682","4.400022","10.9.14.244","206.247.43.169","UDP","146","63406  >  8801 Len=104","",""
"683","4.406942","206.247.43.169","10.9.14.244","UDP","1150","8801  >  63404 Len=1108","",""
"684","4.406942","206.247.43.169","10.9.14.244","UDP","1142","8801  >  63404 Len=1100","",""
"685","4.406942","206.247.43.169","10.9.14.244","UDP","671","8801  >  63404 Len=629","",""
"686","4.406942","206.247.43.169","10.9.14.244","UDP","671","8801  >  63404 Len=629","",""
"687","4.426892","10.9.14.244","206.247.43.169","UDP","145","63406  >  8801 Len=103","",""
"688","4.427320","206.247.43.169","10.9.14.244","UDP","671","8801  >  63404 Len=629","",""
"689","4.427320","206.247.43.169","10.9.14.244","UDP","671","8801  >  63404 Len=629","",""
"690","4.444494","10.9.14.244","206.247.43.169","UDP","343","63404  >  8801 Len=301","",""
"691","4.444527","10.9.14.244","206.247.43.169","UDP","106","63406  >  8801 Len=64","",""
"692","4.444535","10.9.14.244","206.247.43.169","UDP","141","63406  >  8801 Len=99","",""
"693","4.447507","206.247.43.169","10.9.14.244","UDP","670","8801  >  63404 Len=628","",""
"694","4.447507","206.247.43.169","10.9.14.244","UDP","1047","8801  >  63404 Len=1005","",""
"695","4.447867","10.9.14.244","206.247.43.169","UDP","140","63404  >  8801 Len=98","",""
"696","4.465120","10.9.14.244","206.247.43.169","UDP","152","63406  >  8801 Len=110","",""
"697","4.468499","206.247.43.169","10.9.14.244","UDP","1047","8801  >  63404 Len=1005","",""
"698","4.468499","206.247.43.169","10.9.14.244","UDP","829","8801  >  63404 Len=787","",""
"699","4.478452","206.247.43.169","10.9.14.244","UDP","829","8801  >  63404 Len=787","",""
"700","4.478452","206.247.43.169","10.9.14.244","UDP","829","8801  >  63404 Len=787","",""
"701","4.478452","206.247.43.169","10.9.14.244","UDP","829","8801  >  63404 Len=787","",""
"702","4.479884","10.9.14.244","206.247.43.169","UDP","156","63406  >  8801 Len=114","",""
"703","4.488488","206.247.43.169","10.9.14.244","UDP","829","8801  >  63404 Len=787","",""
"704","4.505778","10.9.14.244","206.247.43.169","UDP","152","63406  >  8801 Len=110","",""
"705","4.509757","206.247.43.169","10.9.14.244","UDP","1179","8801  >  63404 Len=1137","",""
"706","4.524693","10.9.14.244","206.247.43.169","UDP","140","63406  >  8801 Len=98","",""
"707","4.524813","10.9.14.244","206.247.43.169","UDP","363","63404  >  8801 Len=321","",""
"708","4.540923","206.247.43.169","10.9.14.244","UDP","1179","8801  >  63404 Len=1137","",""
"709","4.540923","206.247.43.169","10.9.14.244","UDP","1068","8801  >  63404 Len=1026","",""
"710","4.545259","10.9.14.244","206.247.43.169","UDP","141","63406  >  8801 Len=99","",""
"711","4.551248","206.247.43.169","10.9.14.244","UDP","1068","8801  >  63404 Len=1026","",""
"712","4.560304","10.9.14.244","206.247.43.169","UDP","144","63406  >  8801 Len=102","",""
"713","4.560726","206.247.43.169","10.9.14.244","TLSv1.2","133","Application Data","","0x018"
"714","4.570063","10.9.14.244","206.247.43.169","TLSv1.2","104","Application Data","","0x018"
"715","4.572143","206.247.43.169","10.9.14.244","UDP","1068","8801  >  63404 Len=1026","",""
"716","4.572143","206.247.43.169","10.9.14.244","UDP","1068","8801  >  63404 Len=1026","",""
"717","4.581972","206.247.43.169","10.9.14.244","UDP","1067","8801  >  63404 Len=1025","",""
"718","4.586354","10.9.14.244","206.247.43.169","UDP","142","63406  >  8801 Len=100","",""
"719","4.596098","206.247.43.169","10.9.14.244","TLSv1.2","141","Application Data","","0x018"
"720","4.604710","10.9.14.244","206.247.43.169","UDP","138","63406  >  8801 Len=96","",""
"721","4.613676","206.247.43.169","10.9.14.244","UDP","990","8801  >  63404 Len=948","",""
"722","4.613676","206.247.43.169","10.9.14.244","UDP","989","8801  >  63404 Len=947","",""
"723","4.624466","10.9.14.244","206.247.43.169","UDP","123","63404  >  8801 Len=81","",""
"724","4.624711","206.247.43.169","10.9.14.244","UDP","778","8801  >  63404 Len=736","",""
"725","4.624711","206.247.43.169","10.9.14.244","UDP","778","8801  >  63404 Len=736","",""
"726","4.624711","206.247.43.169","10.9.14.244","UDP","777","8801  >  63404 Len=735","",""
"727","4.625001","10.9.14.244","206.247.43.169","TLSv1.2","97","Application Data","","0x018"
"728","4.625937","10.9.14.244","206.247.43.169","UDP","373","63404  >  8801 Len=331","",""
"729","4.625986","10.9.14.244","206.247.43.169","UDP","146","63406  >  8801 Len=104","",""
"730","4.633886","206.247.43.169","10.9.14.244","UDP","777","8801  >  63404 Len=735","",""
"731","4.640738","10.9.14.244","206.247.43.169","UDP","166","63406  >  8801 Len=124","",""
"732","4.644068","206.247.43.169","10.9.14.244","UDP","777","8801  >  63404 Len=735","",""
"733","4.644068","206.247.43.169","10.9.14.244","UDP","1141","8801  >  63404 Len=1099","",""
"734","4.665139","206.247.43.169","10.9.14.244","UDP","1140","8801  >  63404 Len=1098","",""
"735","4.665997","10.9.14.244","206.247.43.169","UDP","212","63406  >  8801 Len=170","",""
"736","4.685098","10.9.14.244","206.247.43.169","UDP","236","63406  >  8801 Len=194","",""
"737","4.685477","206.247.43.169","10.9.14.244","UDP","1140","8801  >  63404 Len=1098","",""
"738","4.685477","206.247.43.169","10.9.14.244","UDP","728","8801  >  63404 Len=686","",""
"739","4.696202","206.247.43.169","10.9.14.244","UDP","728","8801  >  63404 Len=686","",""
"740","4.696202","206.247.43.169","10.9.14.244","UDP","727","8801  >  63404 Len=685","",""
"741","4.696202","206.247.43.169","10.9.14.244","UDP","186","8801  >  63404 Len=144","",""
"742","4.706532","10.9.14.244","206.247.43.169","UDP","270","63406  >  8801 Len=228","",""
"743","4.706981","206.247.43.169","10.9.14.244","UDP","734","8801  >  63404 Len=692","",""
"744","4.706981","206.247.43.169","10.9.14.244","UDP","727","8801  >  63404 Len=685","",""
"745","4.720119","10.9.14.244","206.247.43.169","UDP","289","63406  >  8801 Len=247","",""
"746","4.720154","10.9.14.244","206.247.43.169","UDP","404","63404  >  8801 Len=362","",""
"747","4.721875","206.247.43.169","10.9.14.244","TCP","56","443  >  63136 [ACK] Seq=1036 Ack=2080 Win=16 Len=0","","0x010"
"748","4.745635","10.9.14.244","206.247.43.169","UDP","295","63406  >  8801 Len=253","",""
"749","4.747456","206.247.43.169","10.9.14.244","UDP","1043","8801  >  63404 Len=1001","",""
"750","4.747456","206.247.43.169","10.9.14.244","UDP","1043","8801  >  63404 Len=1001","",""
"751","4.747679","10.9.14.244","206.247.43.169","UDP","146","63404  >  8801 Len=104","",""
"752","4.764080","10.9.14.244","206.247.43.169","UDP","285","63406  >  8801 Len=243","",""
"753","4.775556","206.247.43.169","10.9.14.244","UDP","1043","8801  >  63404 Len=1001","",""
"754","4.775556","206.247.43.169","10.9.14.244","UDP","704","8801  >  63404 Len=662","",""
"755","4.775556","206.247.43.169","10.9.14.244","UDP","703","8801  >  63404 Len=661","",""
"756","4.775556","206.247.43.169","10.9.14.244","UDP","703","8801  >  63404 Len=661","",""
"757","4.775556","206.247.43.169","10.9.14.244","WireGuard","123","Transport Data, receiver=0xE2B60814, counter=4613094942066082090, datalen=49","",""
"758","4.775556","206.247.43.169","10.9.14.244","TCP","56","443  >  63136 [ACK] Seq=1036 Ack=2123 Win=16 Len=0","","0x010"
"759","4.778355","206.247.43.169","10.9.14.244","UDP","133","8801  >  63404 Len=91","",""
"760","4.778355","206.247.43.169","10.9.14.244","UDP","703","8801  >  63404 Len=661","",""
"761","4.778355","206.247.43.169","10.9.14.244","UDP","703","8801  >  63404 Len=661","",""
"762","4.778515","10.9.14.244","206.247.43.169","WireGuard","151","Transport Data, receiver=0x026A1016, counter=1873780468717978034, datalen=77","",""
"763","4.783966","10.9.14.244","206.247.43.169","UDP","267","63406  >  8801 Len=225","",""
"764","4.799923","10.9.14.244","206.247.43.169","UDP","252","63406  >  8801 Len=210","",""
"765","4.825168","10.9.14.244","206.247.43.169","UDP","265","63406  >  8801 Len=223","",""
"766","4.845905","10.9.14.244","206.247.43.169","TLSv1.2","92","Application Data","","0x018"
"767","4.846831","10.9.14.244","206.247.43.169","UDP","342","63404  >  8801 Len=300","",""
"768","4.846866","10.9.14.244","206.247.43.169","UDP","261","63406  >  8801 Len=219","",""
"769","4.863812","206.247.43.169","10.9.14.244","UDP","878","8801  >  63404 Len=836","",""
"770","4.863812","206.247.43.169","10.9.14.244","UDP","878","8801  >  63404 Len=836","",""
"771","4.863812","206.247.43.169","10.9.14.244","UDP","637","8801  >  63404 Len=595","",""
"772","4.865184","206.247.43.169","10.9.14.244","UDP","79","8801  >  63404 Len=37","",""
"773","4.865184","206.247.43.169","10.9.14.244","UDP","79","8801  >  63404 Len=37","",""
"774","4.865719","10.9.14.244","206.247.43.169","UDP","250","63406  >  8801 Len=208","",""
"775","4.872217","206.247.43.169","10.9.14.244","UDP","637","8801  >  63404 Len=595","",""
"776","4.872217","206.247.43.169","10.9.14.244","UDP","637","8801  >  63404 Len=595","",""
"777","4.872217","206.247.43.169","10.9.14.244","UDP","637","8801  >  63404 Len=595","",""
"778","4.872217","206.247.43.169","10.9.14.244","UDP","636","8801  >  63404 Len=594","",""
"779","4.880449","10.9.14.244","206.247.43.169","UDP","242","63406  >  8801 Len=200","",""
"780","4.882046","206.247.43.169","10.9.14.244","UDP","1141","8801  >  63404 Len=1099","",""
"781","4.882046","206.247.43.169","10.9.14.244","UDP","1141","8801  >  63404 Len=1099","",""
"782","4.882046","206.247.43.169","10.9.14.244","UDP","658","8801  >  63404 Len=616","",""
"783","4.892061","206.247.43.169","10.9.14.244","UDP","658","8801  >  63404 Len=616","",""
"784","4.892061","206.247.43.169","10.9.14.244","UDP","658","8801  >  63404 Len=616","",""
"785","4.892061","206.247.43.169","10.9.14.244","UDP","658","8801  >  63404 Len=616","",""
"786","4.904817","10.9.14.244","206.247.43.169","UDP","231","63406  >  8801 Len=189","",""
"787","4.914643","206.247.43.169","10.9.14.244","UDP","657","8801  >  63404 Len=615","",""
"788","4.914643","206.247.43.169","10.9.14.244","UDP","1161","8801  >  63404 Len=1119","",""
"789","4.923421","206.247.43.169","10.9.14.244","UDP","1160","8801  >  63404 Len=1118","",""
"790","4.925701","10.9.14.244","206.247.43.169","UDP","357","63404  >  8801 Len=315","",""
"791","4.925733","10.9.14.244","206.247.43.169","UDP","210","63406  >  8801 Len=168","",""
"792","4.944422","206.247.43.169","10.9.14.244","UDP","1002","8801  >  63404 Len=960","",""
"793","4.944422","206.247.43.169","10.9.14.244","UDP","1002","8801  >  63404 Len=960","",""
"794","4.946363","10.9.14.244","206.247.43.169","UDP","191","63406  >  8801 Len=149","",""
"795","4.956717","206.247.43.169","10.9.14.244","UDP","1002","8801  >  63404 Len=960","",""
"796","4.956717","206.247.43.169","10.9.14.244","UDP","1001","8801  >  63404 Len=959","",""
"797","4.960120","10.9.14.244","206.247.43.169","UDP","173","63406  >  8801 Len=131","",""
"798","4.975633","206.247.43.169","10.9.14.244","UDP","1001","8801  >  63404 Len=959","",""
"799","4.975633","206.247.43.169","10.9.14.244","UDP","1262","8801  >  63404 Len=1220","",""
"800","4.986417","10.9.14.244","206.247.43.169","UDP","170","63406  >  8801 Len=128","",""
"801","4.996447","206.247.43.169","10.9.14.244","UDP","1261","8801  >  63404 Len=1219","",""
"802","4.996447","206.247.43.169","10.9.14.244","UDP","598","8801  >  63404 Len=556","",""
"803","4.996447","206.247.43.169","10.9.14.244","TLSv1.2","103","Application Data","","0x018"
"804","4.996886","10.9.14.244","206.247.43.169","TLSv1.2","121","Application Data","","0x018"
"805","4.997412","206.247.43.169","10.9.14.244","UDP","186","8801  >  63404 Len=144","",""
"806","4.997412","206.247.43.169","10.9.14.244","TCP","56","443  >  63137 [ACK] Seq=137 Ack=144 Win=11 Len=0","","0x010"
"807","4.997412","206.247.43.169","10.9.14.244","TLSv1.2","92","Application Data","","0x018"
"808","5.005921","10.9.14.244","206.247.43.169","UDP","195","63406  >  8801 Len=153","",""
"809","5.025078","10.9.14.244","206.247.43.169","UDP","224","63406  >  8801 Len=182","",""
"810","5.025113","10.9.14.244","206.247.43.169","UDP","429","63404  >  8801 Len=387","",""
"811","5.027378","206.247.43.169","10.9.14.244","UDP","605","8801  >  63404 Len=563","",""
"812","5.027378","206.247.43.169","10.9.14.244","UDP","597","8801  >  63404 Len=555","",""
"813","5.027378","206.247.43.169","10.9.14.244","UDP","597","8801  >  63404 Len=555","",""
"814","5.027378","206.247.43.169","10.9.14.244","UDP","597","8801  >  63404 Len=555","",""
"815","5.039963","10.9.14.244","206.247.43.169","UDP","263","63406  >  8801 Len=221","",""
"816","5.043606","10.9.14.244","206.247.43.169","TCP","54","63137  >  443 [ACK] Seq=211 Ack=175 Win=252 Len=0","","0x010"
"817","5.065197","10.9.14.244","206.247.43.169","UDP","306","63406  >  8801 Len=264","",""
"818","5.067557","206.247.43.169","10.9.14.244","TLSv1.2","133","Application Data","","0x018"
"819","5.067557","206.247.43.169","10.9.14.244","UDP","1022","8801  >  63404 Len=980","",""
"820","5.067557","206.247.43.169","10.9.14.244","UDP","1022","8801  >  63404 Len=980","",""
"821","5.067893","10.9.14.244","206.247.43.169","UDP","147","63404  >  8801 Len=105","",""
"822","5.078181","10.9.14.244","206.247.43.169","TLSv1.2","104","Application Data","","0x018"
"823","5.080416","206.247.43.169","10.9.14.244","UDP","704","8801  >  63404 Len=662","",""
"824","5.080416","206.247.43.169","10.9.14.244","UDP","703","8801  >  63404 Len=661","",""
"825","5.080416","206.247.43.169","10.9.14.244","UDP","703","8801  >  63404 Len=661","",""
"826","5.085302","10.9.14.244","206.247.43.169","UDP","319","63406  >  8801 Len=277","",""
"827","5.089497","206.247.43.169","10.9.14.244","UDP","703","8801  >  63404 Len=661","",""
"828","5.104189","10.9.14.244","206.247.43.169","UDP","316","63406  >  8801 Len=274","",""
"829","5.109606","206.247.43.169","10.9.14.244","UDP","703","8801  >  63404 Len=661","",""
"830","5.109606","206.247.43.169","10.9.14.244","UDP","1002","8801  >  63404 Len=960","",""
"831","5.111881","10.9.14.244","206.247.43.169","UDP","381","63404  >  8801 Len=339","",""
"832","5.119744","206.247.43.169","10.9.14.244","UDP","1002","8801  >  63404 Len=960","",""
"833","5.120077","10.9.14.244","206.247.43.169","UDP","330","63406  >  8801 Len=288","",""
"834","5.140714","206.247.43.169","10.9.14.244","UDP","844","8801  >  63404 Len=802","",""
"835","5.140714","206.247.43.169","10.9.14.244","UDP","844","8801  >  63404 Len=802","",""
"836","5.140714","206.247.43.169","10.9.14.244","UDP","844","8801  >  63404 Len=802","",""
"837","5.145432","10.9.14.244","206.247.43.169","UDP","339","63406  >  8801 Len=297","",""
"838","5.151036","206.247.43.169","10.9.14.244","UDP","844","8801  >  63404 Len=802","",""
"839","5.151036","206.247.43.169","10.9.14.244","UDP","844","8801  >  63404 Len=802","",""
"840","5.164480","10.9.14.244","206.247.43.169","UDP","327","63406  >  8801 Len=285","",""
"841","5.171551","206.247.43.169","10.9.14.244","UDP","1217","8801  >  63404 Len=1175","",""
"842","5.171551","206.247.43.169","10.9.14.244","UDP","1216","8801  >  63404 Len=1174","",""
"843","5.181030","10.9.14.244","206.247.43.169","UDP","123","63406  >  8801 Len=81","",""
"844","5.184535","10.9.14.244","206.247.43.169","UDP","328","63406  >  8801 Len=286","",""
"845","5.195134","206.247.43.169","10.9.14.244","TCP","56","443  >  63137 [ACK] Seq=175 Ack=211 Win=11 Len=0","","0x010"
"846","5.199881","10.9.14.244","206.247.43.169","UDP","340","63406  >  8801 Len=298","",""
"847","5.202495","206.247.43.169","10.9.14.244","UDP","606","8801  >  63404 Len=564","",""
"848","5.202495","206.247.43.169","10.9.14.244","UDP","605","8801  >  63404 Len=563","",""
"849","5.202495","206.247.43.169","10.9.14.244","UDP","605","8801  >  63404 Len=563","",""
"850","5.226456","10.9.14.244","206.247.43.169","UDP","345","63406  >  8801 Len=303","",""
"851","5.229579","206.247.43.169","10.9.14.244","TCP","56","443  >  63136 [ACK] Seq=1115 Ack=2173 Win=16 Len=0","","0x010"
"852","5.243932","206.247.43.169","10.9.14.244","UDP","605","8801  >  63404 Len=563","",""
"853","5.243932","206.247.43.169","10.9.14.244","UDP","605","8801  >  63404 Len=563","",""
"854","5.243932","206.247.43.169","10.9.14.244","UDP","1283","8801  >  63404 Len=1241","",""
"855","5.243932","206.247.43.169","10.9.14.244","UDP","79","8801  >  63404 Len=37","",""
"856","5.243932","206.247.43.169","10.9.14.244","UDP","79","8801  >  63404 Len=37","",""
"857","5.244631","10.9.14.244","206.247.43.169","UDP","403","63404  >  8801 Len=361","",""
"858","5.245037","10.9.14.244","206.247.43.169","UDP","352","63406  >  8801 Len=310","",""
"859","5.254855","206.247.43.169","10.9.14.244","UDP","1282","8801  >  63404 Len=1240","",""
"860","5.254855","206.247.43.169","10.9.14.244","UDP","624","8801  >  63404 Len=582","",""
"861","5.254855","206.247.43.169","10.9.14.244","UDP","624","8801  >  63404 Len=582","",""
"862","5.264905","10.9.14.244","206.247.43.169","UDP","351","63406  >  8801 Len=309","",""
"863","5.275563","206.247.43.169","10.9.14.244","UDP","624","8801  >  63404 Len=582","",""
"864","5.275563","206.247.43.169","10.9.14.244","UDP","624","8801  >  63404 Len=582","",""
"865","5.279954","10.9.14.244","206.247.43.169","UDP","360","63406  >  8801 Len=318","",""
"866","5.296090","206.247.43.169","10.9.14.244","UDP","624","8801  >  63404 Len=582","",""
"867","5.296090","206.247.43.169","10.9.14.244","UDP","850","8801  >  63404 Len=808","",""
"868","5.296090","206.247.43.169","10.9.14.244","UDP","849","8801  >  63404 Len=807","",""
"869","5.296090","206.247.43.169","10.9.14.244","UDP","186","8801  >  63404 Len=144","",""
"870","5.305334","10.9.14.244","206.247.43.169","UDP","352","63406  >  8801 Len=310","",""
"871","5.306270","206.247.43.169","10.9.14.244","UDP","749","8801  >  63404 Len=707","",""
"872","5.308279","10.9.14.244","150.171.27.11","TCP","55","63147  >  443 [ACK] Seq=1 Ack=1 Win=251 Len=1","","0x010"
"873","5.325996","10.9.14.244","206.247.43.169","UDP","354","63404  >  8801 Len=312","",""
"874","5.326039","10.9.14.244","206.247.43.169","UDP","336","63406  >  8801 Len=294","",""
"875","5.326988","206.247.43.169","10.9.14.244","UDP","756","8801  >  63404 Len=714","",""
"876","5.326988","206.247.43.169","10.9.14.244","UDP","133","8801  >  63406 Len=91","",""
"877","5.327151","10.9.14.244","206.247.43.169","WireGuard","151","Transport Data, receiver=0x046A1016, counter=1873780919689544152, datalen=77","",""
"878","5.333860","206.247.43.169","10.9.14.244","WireGuard","123","Transport Data, receiver=0xE4B60814, counter=4613095393037648214, datalen=49","",""
"879","5.344728","10.9.14.244","206.247.43.169","UDP","326","63406  >  8801 Len=284","",""
"880","5.360263","10.9.14.244","206.247.43.169","UDP","332","63406  >  8801 Len=290","",""
"881","5.361647","150.171.27.11","10.9.14.244","TCP","66","443  >  63147 [ACK] Seq=1 Ack=2 Win=16387 Len=0 SLE=1 SRE=2","","0x010"
"882","5.370408","206.247.43.169","10.9.14.244","UDP","749","8801  >  63404 Len=707","",""
"883","5.370408","206.247.43.169","10.9.14.244","UDP","749","8801  >  63404 Len=707","",""
"884","5.370408","206.247.43.169","10.9.14.244","UDP","748","8801  >  63404 Len=706","",""
"885","5.370408","206.247.43.169","10.9.14.244","UDP","1137","8801  >  63404 Len=1095","",""
"886","5.370408","206.247.43.169","10.9.14.244","UDP","1136","8801  >  63404 Len=1094","",""
"887","5.370835","10.9.14.244","206.247.43.169","UDP","146","63404  >  8801 Len=104","",""
"888","5.385706","10.9.14.244","206.247.43.169","UDP","326","63406  >  8801 Len=284","",""
"889","5.405949","10.9.14.244","206.247.43.169","UDP","324","63406  >  8801 Len=282","",""
"890","5.419144","206.247.43.169","10.9.14.244","UDP","720","8801  >  63404 Len=678","",""
"891","5.419144","206.247.43.169","10.9.14.244","UDP","720","8801  >  63404 Len=678","",""
"892","5.419144","206.247.43.169","10.9.14.244","UDP","719","8801  >  63404 Len=677","",""
"893","5.424901","10.9.14.244","206.247.43.169","UDP","337","63406  >  8801 Len=295","",""
"894","5.424931","10.9.14.244","206.247.43.169","UDP","378","63404  >  8801 Len=336","",""
"895","5.428783","206.247.43.169","10.9.14.244","UDP","719","8801  >  63404 Len=677","",""
"896","5.428783","206.247.43.169","10.9.14.244","UDP","719","8801  >  63404 Len=677","",""
"897","5.440148","206.247.43.169","10.9.14.244","UDP","1166","8801  >  63404 Len=1124","",""
"898","5.440148","206.247.43.169","10.9.14.244","UDP","1166","8801  >  63404 Len=1124","",""
"899","5.440981","10.9.14.244","206.247.43.169","UDP","336","63406  >  8801 Len=294","",""
"900","5.450485","206.247.43.169","10.9.14.244","UDP","906","8801  >  63404 Len=864","",""
"901","5.466380","10.9.14.244","206.247.43.169","UDP","113","63406  >  8801 Len=71","",""
"902","5.466422","10.9.14.244","206.247.43.169","UDP","337","63406  >  8801 Len=295","",""
"903","5.472644","206.247.43.169","10.9.14.244","UDP","905","8801  >  63404 Len=863","",""
"904","5.472644","206.247.43.169","10.9.14.244","UDP","905","8801  >  63404 Len=863","",""
"905","5.481989","206.247.43.169","10.9.14.244","UDP","905","8801  >  63404 Len=863","",""
"906","5.481989","206.247.43.169","10.9.14.244","UDP","905","8801  >  63404 Len=863","",""
"907","5.484144","10.9.14.244","206.247.43.169","UDP","352","63406  >  8801 Len=310","",""
"908","5.504984","10.9.14.244","206.247.43.169","UDP","354","63406  >  8801 Len=312","",""
"909","5.513526","206.247.43.169","10.9.14.244","UDP","1147","8801  >  63404 Len=1105","",""
"910","5.513526","206.247.43.169","10.9.14.244","UDP","1146","8801  >  63404 Len=1104","",""
"911","5.520290","10.9.14.244","206.247.43.169","UDP","323","63404  >  8801 Len=281","",""
"912","5.520324","10.9.14.244","206.247.43.169","UDP","357","63406  >  8801 Len=315","",""
"913","5.522707","206.247.43.169","10.9.14.244","UDP","749","8801  >  63404 Len=707","",""
"914","5.543400","206.247.43.169","10.9.14.244","UDP","749","8801  >  63404 Len=707","",""
"915","5.543400","206.247.43.169","10.9.14.244","UDP","749","8801  >  63404 Len=707","",""
"916","5.543400","206.247.43.169","10.9.14.244","UDP","749","8801  >  63404 Len=707","",""
"917","5.545601","10.9.14.244","206.247.43.169","UDP","352","63406  >  8801 Len=310","",""
"918","5.565607","10.9.14.244","206.247.43.169","UDP","342","63406  >  8801 Len=300","",""
"919","5.579423","206.247.43.169","10.9.14.244","UDP","749","8801  >  63404 Len=707","",""
"920","5.579423","206.247.43.169","10.9.14.244","UDP","916","8801  >  63404 Len=874","",""
"921","5.579423","206.247.43.169","10.9.14.244","UDP","916","8801  >  63404 Len=874","",""
"922","5.584678","10.9.14.244","206.247.43.169","UDP","332","63406  >  8801 Len=290","",""
"923","5.587240","206.247.43.169","10.9.14.244","UDP","688","8801  >  63404 Len=646","",""
"924","5.595263","206.247.43.169","10.9.14.244","UDP","186","8801  >  63404 Len=144","",""
"925","5.600529","10.9.14.244","206.247.43.169","UDP","316","63406  >  8801 Len=274","",""
"926","5.605027","206.247.43.169","10.9.14.244","UDP","688","8801  >  63404 Len=646","",""
"927","5.605027","206.247.43.169","10.9.14.244","UDP","688","8801  >  63404 Len=646","",""
"928","5.605027","206.247.43.169","10.9.14.244","UDP","687","8801  >  63404 Len=645","",""
"929","5.615254","206.247.43.169","10.9.14.244","UDP","687","8801  >  63404 Len=645","",""
"930","5.615254","206.247.43.169","10.9.14.244","UDP","1015","8801  >  63404 Len=973","",""
"931","5.615254","206.247.43.169","10.9.14.244","UDP","1014","8801  >  63404 Len=972","",""
"932","5.623674","10.9.14.244","206.247.43.169","UDP","413","63404  >  8801 Len=371","",""
"933","5.625437","10.9.14.244","206.247.43.169","UDP","333","63406  >  8801 Len=291","",""
"934","5.645490","10.9.14.244","206.247.43.169","UDP","338","63406  >  8801 Len=296","",""
"935","5.646306","206.247.43.169","10.9.14.244","UDP","606","8801  >  63404 Len=564","",""
"936","5.665944","10.9.14.244","206.247.43.169","UDP","336","63406  >  8801 Len=294","",""
"937","5.670315","206.247.43.169","10.9.14.244","UDP","598","8801  >  63404 Len=556","",""
"938","5.670623","10.9.14.244","206.247.43.169","UDP","147","63404  >  8801 Len=105","",""
"939","5.680312","10.9.14.244","206.247.43.169","UDP","339","63406  >  8801 Len=297","",""
"940","5.688886","206.247.43.169","10.9.14.244","UDP","598","8801  >  63404 Len=556","",""
"941","5.688886","206.247.43.169","10.9.14.244","UDP","598","8801  >  63404 Len=556","",""
"942","5.688886","206.247.43.169","10.9.14.244","UDP","598","8801  >  63404 Len=556","",""
"943","5.688886","206.247.43.169","10.9.14.244","UDP","870","8801  >  63404 Len=828","",""
"944","5.688886","206.247.43.169","10.9.14.244","UDP","869","8801  >  63404 Len=827","",""
"945","5.688886","206.247.43.169","10.9.14.244","TLSv1.2","148","Application Data","","0x018"
"946","5.698622","10.9.14.244","206.247.43.169","TLSv1.2","104","Application Data","","0x018"
"947","5.706362","10.9.14.244","206.247.43.169","UDP","330","63406  >  8801 Len=288","",""
"948","5.726123","10.9.14.244","206.247.43.169","UDP","316","63404  >  8801 Len=274","",""
"949","5.726165","10.9.14.244","206.247.43.169","UDP","322","63406  >  8801 Len=280","",""
"950","5.745128","10.9.14.244","206.247.43.169","UDP","332","63406  >  8801 Len=290","",""
"951","5.751349","206.247.43.169","10.9.14.244","UDP","776","8801  >  63404 Len=734","",""
"952","5.751349","206.247.43.169","10.9.14.244","UDP","776","8801  >  63404 Len=734","",""
"953","5.758688","206.247.43.169","10.9.14.244","UDP","776","8801  >  63404 Len=734","",""
"954","5.758688","206.247.43.169","10.9.14.244","UDP","775","8801  >  63404 Len=733","",""
"955","5.758688","206.247.43.169","10.9.14.244","UDP","775","8801  >  63404 Len=733","",""
"956","5.760362","10.9.14.244","206.247.43.169","UDP","333","63406  >  8801 Len=291","",""
